id,first_name,last_name,voivodeship,city,email,phone_number,age,last_purchase_category,purchases_value
1476,Henryk,Piotrowski,Mazowieckie,Łódź,necmasggglkgafbmmaqrrmfyl1476,kzlhduactazpu1476,60,4,2573
1477,Celina,Wiśniewski,Małopolskie,Kraków,xumddajmisnszoosynmsynljn1477,mhtekofkdmsvy1477,71,2,337
1478,Norbert,Wojciechowski,Opolskie,Gdańsk,qmqaksjpxtbcmwkqprpucvbii1478,opnersbqijiki1478,67,2,454
1479,Róża,Wiśniewski,Kujawsko-Pomorskie,Bydgoszcz,gxfjdlyyayslrdnmvdaoiiobh1479,hnniviuvoqtye1479,21,5,238
1480,Bartosz,Kamiński,Kujawsko-Pomorskie,Szczecin,palqcggszfikxqvhusqwpvibj1480,rbmadzmcvkret1480,69,5,430
1481,Edward,Grabowski,Kujawsko-Pomorskie,Poznań,yyjuvnptnjhqwmodjtpxvjrgj1481,pgocfxtsoycee1481,24,3,189
1482,Aleksander,Mazur,Kujawsko-Pomorskie,Poznań,adtdlutchjfvxkprkphksxtsg1482,qfixqyoudovfd1482,73,1,107
1483,Zofia,Kaczmarek,Kujawsko-Pomorskie,Poznań,gstrnhxafrvafupfrywluxkaz1483,tlstkslnwjcnp1483,48,3,699
1484,Małgorzata,Wiśniewski,Dolnośląskie,Wrocław,jlksvyarffjlmkkomllzpglgc1484,tojuateercaob1484,74,5,323
1485,Zofia,Dudek,Podkarpackie,Gdańsk,yiiunlpkvdddgxygeisyijqft1485,slbpsqjzthuvk1485,73,1,2358
1486,Iwona,Krawczyk,Podkarpackie,Gdańsk,jcysemywtzlhqhmcwtyreawmq1486,tkdtwrsdcdgev1486,66,1,332
1487,Róża,Wiśniewski,Dolnośląskie,Warszawa,yiygclhbooaczerhkinluavbd1487,ziwfufznzwpmg1487,44,1,35
1488,Filip,Dudek,Lubuskie,Szczecin,kspzvoqhyzouuquqbvnzgqivg1488,otkncpyeizigy1488,30,4,391
1489,Felicja,Piotrowski,Opolskie,Warszawa,fijissftyfhrupfoovvlrlqfc1489,icjpzdtmginqc1489,72,5,65
1490,Filip,Jabłoński,Kujawsko-Pomorskie,Lublin,iwszzykwigipchzshcbiyuytx1490,sseuvfnyuddgz1490,26,4,56
1491,Małgorzata,Dąbrowski,Kujawsko-Pomorskie,Poznań,zjitqcnwteddrwhjjwsdnudzj1491,wwossdnebxdaj1491,52,5,104
1492,Felicja,Kaczor,Dolnośląskie,Bydgoszcz,ssxrhiuxcbhlmbpjxkwumyinx1492,zrofwdennowyn1492,21,1,86
1493,Urszula,Adamczyk,Kujawsko-Pomorskie,Katowice,fryaiibzrzyvxawllbvbzeybz1493,xyozbgzbfnuzv1493,79,2,95
1494,Zofia,Nowak,Opolskie,Szczecin,sfpwqrzwubkccyahrynpmrpjn1494,sinzsouyvrbdv1494,51,2,6481
1495,Aleksander,Kamiński,Opolskie,Bydgoszcz,ftrinixfzyxepvpawkzcltrta1495,qeprutctkrskj1495,76,3,263
1496,Danuta,Zawadzki,Lubuskie,Łódź,ypiqtyjipmtkexecjrsdvjpyj1496,cxwkirwvnnhlb1496,78,1,422
1497,Beata,Dziedzic,Lubelskie,Wrocław,wrkzuayfpioulthnpjydwncma1497,krxmfzepbemqf1497,71,2,258
1498,Aleksander,Wójcik,Mazowieckie,Warszawa,rriiakxyehboxrempnipxpnct1498,ltrhnmpzsrlji1498,30,5,323
1499,Dariusz,Lewandowski,Małopolskie,Poznań,ksmkqcqvbonerfivifuxhdnfm1499,tmcbfkwdvlysd1499,39,2,384
1500,Grzegorz,Dąbrowski,Podlaskie,Kraków,ustvmpovgneqdjcgpawhtuscg1500,pypozcxazcyop1500,69,2,486
1501,Szymon,Woźniak,Opolskie,Łódź,osrretmctwybiihykgvxhjbte1501,hpuxvbvynjlol1501,22,2,135
1502,Dariusz,Dziedzic,Lubuskie,Kraków,yaajlprdejnyqkyxbmbpcikgd1502,yjnsgrofzdwjb1502,23,1,463
1503,Henryk,Nowakowski,Podkarpackie,Lublin,lxpvuedeniifustyjiotxkbxg1503,ckghhtymsnkun1503,80,3,7952
1504,Wojciech,Kaczmarek,Mazowieckie,Poznań,ehsmezyaxerhxrisrsvxhbnpr1504,umvzfruphjsnn1504,30,1,2550
1505,Małgorzata,Kwiatkowski,Opolskie,Lublin,dohffaplcgxiwhqixtxzscqjt1505,uumyyeoootsql1505,21,5,391
1506,Róża,Michalak,Opolskie,Poznań,jbzildezfmzdftiuedjddizlr1506,ndofqcjytroue1506,72,2,39
1507,Jacek,Zając,Lubuskie,Wrocław,vxhffuzexruqcsjpxjiwaehau1507,vjljbcqqfirhm1507,27,5,443
1508,Zofia,Kaczor,Małopolskie,Poznań,mintydlsoqnaduyixnnyyfjyq1508,srpjzhwovacoh1508,69,1,443
1509,Jacek,Kowalski,Kujawsko-Pomorskie,Lublin,dsurtniuzwdenypgvvbboohwc1509,wlsvjnxkidhgv1509,45,3,345
1510,Aleksander,Jabłoński,Podkarpackie,Poznań,ktddrtumfcosmlbktuwcfsnmk1510,tlxmyjqdcyrzl1510,35,5,342
1511,Danuta,Kamiński,Łódzkie,Kraków,qfebjkmfwcqxpwlsisqrhozjx1511,ducqevdmhfitn1511,51,3,235
1512,Filip,Dąbrowski,Podlaskie,Łódź,uzxsdyreszpnpuuvealolfbwi1512,xlehkvionbwuh1512,23,4,35
1513,Jacek,Mazur,Dolnośląskie,Gdańsk,fatxoqiugfmxzophgbuculsbt1513,cqrqizqkpoplx1513,78,4,170
1514,Paweł,Mazur,Podkarpackie,Poznań,kxdrdeknbxbnvjuaebvgssmpi1514,xbitijdliitga1514,27,1,7739
1515,Grażyna,Nowak,Podkarpackie,Wrocław,krarlshefxubbgmsvngnnjdbs1515,fhkwnhfzznwvo1515,46,4,289
1516,Norbert,Jabłoński,Kujawsko-Pomorskie,Kraków,baxutwxgkaznaejukriudzvoa1516,zpdnbicnkerzb1516,44,4,150
1517,Paweł,Krawczyk,Podkarpackie,Warszawa,cmztyyqxievwssxdoamkcbpjk1517,amqaxtbklqdkx1517,62,1,85
1518,Ewa,Dudek,Dolnośląskie,Łódź,vnmghfbzbaaehakhozvnfstpr1518,eriiyyoipxxpi1518,52,1,103
1519,Zofia,Adamczyk,Podkarpackie,Gdańsk,cmablruvmesghfivpdkokgzcu1519,dtujkzgzhcynp1519,73,1,262
1520,Małgorzata,Kaczor,Podkarpackie,Lublin,hacaqvvxhiewzjdjfzxqvtpri1520,jrjfbyjsqwxon1520,67,1,344
1521,Teresa,Lewandowski,Łódzkie,Kraków,lksjagmemqiwclggvmjtffhgb1521,rfliciaqzfjpg1521,73,5,464
1522,Jacek,Piotrowski,Mazowieckie,Lublin,hsgliizzsriqmgyfqopwcneyz1522,mcxtjtrdexmkc1522,66,1,383
1523,Oliwia,Szymański,Małopolskie,Bydgoszcz,guojbbbgdmrijzknkrqxjxsxt1523,hilmywrxeequv1523,63,1,347
1524,Paweł,Krawczyk,Mazowieckie,Poznań,wrtyoyxmvcravlmznkzusmllf1524,fgraynngzfsro1524,43,4,311
1525,Urszula,Szymański,Małopolskie,Szczecin,ivydunnpowsnvwgzlqytlwqem1525,ptgpsgxmwqtxp1525,32,4,490
1526,Celina,Szymański,Podkarpackie,Poznań,smzjqipmashvoivqbwbwwahnn1526,spuojrpvcxmty1526,69,1,299
1527,Jacek,Nowak,Podlaskie,Lublin,omxilnfqfgsdnzeosfkuvegap1527,ecbrycovzfsbm1527,35,2,3330
1528,Grażyna,Dąbrowski,Dolnośląskie,Poznań,lylvbqxaeluemkeeochdgkdoz1528,dotjsvxsvmyue1528,51,3,197
1529,Urszula,Kaczor,Opolskie,Bydgoszcz,hdzlkazinrefgyregsbkrvwqw1529,zqjdqwrbqkhyo1529,26,3,68
1530,Beata,Mazur,Opolskie,Lublin,wdraleimbstbcmkciorhvaice1530,rjissdaxkthni1530,53,2,180
1531,Zofia,Wojciechowski,Opolskie,Łódź,bccuzjxvsjznmicwwcswgyixl1531,lepwqcthrmdrp1531,40,4,389
1532,Teresa,Krawczyk,Podkarpackie,Bydgoszcz,axjppglazfvwxhldejeultbik1532,ibnfvndvsbapw1532,32,2,249
1533,Beata,Zawadzki,Podkarpackie,Poznań,kfqkpiybhyxupnyzlbvdplesh1533,lhwafiwzjanns1533,29,1,734
1534,Henryk,Nowakowski,Kujawsko-Pomorskie,Poznań,emdxxjnesftsmnikxegffxllp1534,vokwwnhcyhqcr1534,24,2,102
1535,Norbert,Kaczor,Opolskie,Gdańsk,sludaohwrpxlavmapbervesgp1535,zccucfftrvedd1535,30,5,669
1536,Oliwia,Mazur,Podkarpackie,Gdańsk,mqkpwqdfpjymmzzqwnodqjhlu1536,tmjaxrfvgibky1536,65,4,368
1537,Urszula,Kowalski,Dolnośląskie,Lublin,jlsceseocoxmmerrjzcojntnl1537,hvvdqjetuoemz1537,79,4,205
1538,Róża,Zając,Lubuskie,Poznań,clpcnnlmypbflhrgbpbvawnzj1538,arwqjlxbdfctb1538,33,1,86
1539,Ewa,Dudek,Kujawsko-Pomorskie,Poznań,cpazmcifrkslxhicmcdbkacwb1539,ytjimbykxcgrn1539,24,4,1944
1540,Henryk,Jabłoński,Dolnośląskie,Bydgoszcz,eauvvlzclwbdlcrsewuykmkoz1540,htinopbqihifb1540,26,3,458
1541,Norbert,Dziedzic,Podlaskie,Wrocław,mrsfbojcnhgoizgyubppgbweh1541,ycuikbtzdrrlq1541,21,3,423
1542,Celina,Wiśniewski,Małopolskie,Łódź,qxdkeilibjdixaarirlzzpcjm1542,zquzxgegkqqnt1542,68,1,240
1543,Danuta,Grabowski,Podkarpackie,Wrocław,iqroraikdjdoqdlqxlyuxbfis1543,fqmemxdmsdpdj1543,20,2,484
1544,Helena,Szymański,Kujawsko-Pomorskie,Poznań,jqvmnmbxoilvfzqnzfuizazbk1544,zuwjmfzxabkpx1544,31,2,35
1545,Ewa,Mazur,Kujawsko-Pomorskie,Łódź,gobzhanrbampzjrqqjjqufqit1545,xxxaynzyyosbu1545,68,1,322
1546,Szymon,Wojciechowski,Kujawsko-Pomorskie,Warszawa,uccmtpftqjdilvpwypxdpjjjm1546,sgcncgxjzvnoa1546,78,5,16
1547,Jacek,Zawadzki,Podkarpackie,Lublin,hbyjxnmjydrjasxrkzhomtjlz1547,kkhmhclmpwkre1547,67,1,169
1548,Felicja,Grabowski,Lubelskie,Łódź,vzhbyphoqfnuyksicljsitoki1548,ctalvdumcefuo1548,24,1,275
1549,Szymon,Dąbrowski,Opolskie,Bydgoszcz,mjtraldqkamddlgywcqxqhwed1549,bmryhazievlok1549,20,3,6620
1550,Róża,Nowak,Lubuskie,Poznań,yjcpdikthmiwbtvrlmxvvmonj1550,lennbfyifndtk1550,47,4,214
1551,Łukasz,Adamczyk,Mazowieckie,Gdańsk,enhhpbfgkddbpxijwynxjmmro1551,jxtvgacugknbc1551,26,3,4388
1552,Szymon,Wojciechowski,Podkarpackie,Gdańsk,rwnabfkichvvtrgufkwcgquub1552,rkknsletjywfl1552,53,1,925
1553,Grażyna,Kowalski,Podkarpackie,Gdańsk,xaricchkwecpohefacyefytzu1553,elvpojfdejgmh1553,24,2,437
1554,Celina,Krawczyk,Lubuskie,Poznań,qzptzdvbhmkshragkvufugopl1554,iausjfypzhpmc1554,78,2,383
1555,Szymon,Michalak,Podlaskie,Gdańsk,lpoflzmnvulujwbuxtbgdfosu1555,eqnpkbevwtjlg1555,32,4,2554
1556,Bartosz,Kamiński,Lubuskie,Gdańsk,nmiueuankzohchxzevjlzmcpz1556,ojzzatyitevpe1556,51,1,325
1557,Felicja,Kaczor,Podkarpackie,Wrocław,sulccpbkzyrhucadfthzlmcdi1557,fsuankmqjvjyc1557,34,2,182
1558,Urszula,Jabłoński,Podkarpackie,Lublin,foizzlmxeccobegwdgansasvr1558,qdaanpljikssj1558,54,5,436
1559,Zofia,Szymański,Lubuskie,Poznań,allrlihjjqmmeezlsvqivfpsr1559,zfrdkwqyaokyt1559,24,4,4097
1560,Małgorzata,Wiśniewski,Małopolskie,Katowice,qqiydnfygsfvfcsxbsxviakei1560,mrmbjwnutqzex1560,55,2,293
1561,Małgorzata,Nowak,Małopolskie,Lublin,sozmdquerhvufezbfskidjxux1561,vkwppzgxutkkq1561,25,1,406
1562,Aleksander,Kaczmarek,Opolskie,Łódź,wcfqpzimukjfiirgkruexrczy1562,dwgqiveawsamx1562,51,2,161
1563,Henryk,Piotrowski,Podkarpackie,Łódź,fzyfxopnuwukvceabrgfabvim1563,edgeweaqidyrd1563,43,2,7916
1564,Jacek,Grabowski,Podlaskie,Warszawa,tdjjomihmlzndvadtaustacpw1564,plkaqdynrkjbv1564,70,1,175
1565,Felicja,Wójcik,Opolskie,Bydgoszcz,jxzgofivofqufmriluphamynq1565,fplinacnyylqo1565,22,5,133
1566,Beata,Kwiatkowski,Podlaskie,Poznań,tmxtucelodoogeaafptezxhyv1566,qtuxerakzyjgp1566,31,2,172
1567,Dariusz,Kwiatkowski,Łódzkie,Wrocław,felbxbsnspzuxumagucsnypkn1567,nvvpjysubgwmo1567,28,5,1953
1568,Felicja,Jabłoński,Małopolskie,Łódź,cxogskpdjoqocvibubzkoohki1568,nmuepzvirbwdh1568,31,1,422
1569,Grzegorz,Nowak,Lubelskie,Warszawa,bzzqkothrvvgfwrzbxvtqvpfm1569,ikqtlahwdjfry1569,26,2,287
1570,Jacek,Zawadzki,Opolskie,Warszawa,cztqwzdffdkbjysxinlfcsxxq1570,qfdwdhdmjnfpc1570,47,3,412
1571,Norbert,Michalak,Podkarpackie,Bydgoszcz,jaurscidgdirevplupgomxcye1571,rwvespvpzpkvr1571,43,2,248
1572,Ewa,Nowakowski,Opolskie,Łódź,ifwckssewcqgoyqmrxiuzxbwd1572,guamktcrpxilk1572,21,4,457
1573,Ewa,Kaczor,Dolnośląskie,Gdańsk,fbwyegsbschfbjquagtbchhma1573,hblkwvxxvphgz1573,70,5,615
1574,Aleksander,Kamiński,Kujawsko-Pomorskie,Lublin,mdfoeyhkuoqsgzssohcpfdcdm1574,hgfkbieafpugl1574,70,1,442
1575,Aleksander,Jabłoński,Kujawsko-Pomorskie,Wrocław,yziikoquhpvhnvinvbyscwcuw1575,tkmwuyxcloibu1575,73,4,277
1576,Dariusz,Lewandowski,Lubelskie,Szczecin,quapvjvmtgidnrvlolakqtcpq1576,pksqrqgdrviak1576,24,5,54
1577,Oliwia,Dąbrowski,Łódzkie,Warszawa,pzylusucbvhnbfbfxucvzjgeu1577,lowzplldaywzg1577,49,4,232
1578,Katarzyna,Nowak,Opolskie,Poznań,jmdetyemxzkuixglzekclethv1578,vsbodolkrtpnx1578,79,3,8501
1579,Paweł,Kwiatkowski,Kujawsko-Pomorskie,Katowice,vysnvadgzrveepbyrvsbjktih1579,nafydohdomarn1579,48,2,1582
1580,Paweł,Nowak,Kujawsko-Pomorskie,Łódź,beaxhrdyrgiinpelsjukrtagn1580,rjwwfwvzmjsax1580,79,4,386
1581,Szymon,Dudek,Dolnośląskie,Gdańsk,pzihqvkpatkdniqqgjuueeegb1581,oommvceonzxzt1581,41,5,83
1582,Norbert,Wójcik,Lubuskie,Bydgoszcz,fcbtmcccbliokwaltdbmsgnrq1582,yzrftyntinuuo1582,41,5,307
1583,Zofia,Kowalski,Lubuskie,Bydgoszcz,nrnqkptrkwplznrbudsvptsdk1583,fvtvothtsembx1583,23,4,272
1584,Urszula,Jabłoński,Lubuskie,Gdańsk,eppnwfamiudpmltxjclgvjdbe1584,llkqadcdtsmfz1584,20,1,4197
1585,Jacek,Lewandowski,Podkarpackie,Warszawa,tihavatssmjnluwaugfptxmme1585,cpurkmuortajt1585,80,3,5984
1586,Jacek,Zając,Małopolskie,Bydgoszcz,wkqapjadovmdsapemngccbusu1586,nehqmvtetrujg1586,33,4,344
1587,Aleksander,Piotrowski,Kujawsko-Pomorskie,Bydgoszcz,pvfhyjxlgojdfzvbimebjqqzk1587,alhecdcjcefpi1587,33,2,232
1588,Łukasz,Kamiński,Opolskie,Gdańsk,mtcmjjrkolpfmvlylbkptyohj1588,jqojlarpimmcw1588,33,2,274
1589,Celina,Kaczor,Lubuskie,Szczecin,xsocwojidqmcwqxbrjxuyahlz1589,epwhjqrtgwycz1589,30,1,456
1590,Oliwia,Nowakowski,Podkarpackie,Wrocław,wazzgkzeclbxvhqvkzzstdkhl1590,nlglvpxqrvcgs1590,48,1,488
1591,Róża,Dziedzic,Małopolskie,Łódź,snyoguiudldkhqoqmrzlfirgr1591,serisusewabdh1591,70,2,299
1592,Filip,Kowalski,Kujawsko-Pomorskie,Warszawa,zauqzfhbaafndktqiphdgdgop1592,ookwmpffuhtiv1592,30,1,247
1593,Danuta,Kwiatkowski,Kujawsko-Pomorskie,Łódź,yrxieghrhvmqyquvajokeymgn1593,tbgqvftwhtsij1593,25,3,480
1594,Beata,Szymański,Małopolskie,Poznań,ulrelyimubujqydfwyjooaajy1594,gtlipjxletshz1594,33,4,16
1595,Oliwia,Kamiński,Lubuskie,Poznań,tamxnjwkaldvyoqppcscggzkw1595,tfamspsrufrqh1595,21,2,9410
1596,Grzegorz,Wiśniewski,Lubuskie,Wrocław,chfmdlyfilgzaanuehvrduqxb1596,hcggwhcjegqkh1596,72,4,346
1597,Norbert,Wiśniewski,Podkarpackie,Kraków,gktefapsikufqcymcdjdvkubc1597,klapsjlpptfrr1597,26,1,154
1598,Urszula,Adamczyk,Małopolskie,Lublin,enoyeyqzvlmiojgwcusukgutm1598,cttbgsatgxuei1598,77,5,244
1599,Celina,Grabowski,Podlaskie,Poznań,stwxmstxhmejgwhecfyxgnrfe1599,jfkqdzdmzkdsu1599,34,1,2761
1600,Urszula,Nowakowski,Opolskie,Bydgoszcz,ilqdfqlxphqvnvciofsbsrcso1600,nbybmkhnwgazn1600,41,1,198
1601,Grażyna,Lewandowski,Kujawsko-Pomorskie,Poznań,unmvjymelvjmpaubgnsjsqcsg1601,erdinxlmobpxs1601,51,4,290
1602,Ewa,Adamczyk,Kujawsko-Pomorskie,Kraków,vojqlfxpxsdpmfizosgulvoal1602,iwepgasppjyel1602,52,4,4084
1603,Wojciech,Kowalski,Opolskie,Bydgoszcz,inuyvebeoqqrqnycqkbhonjgz1603,gxrpqwtcutgzr1603,27,1,78
1604,Zofia,Nowak,Małopolskie,Katowice,djtqueietjkgatbizhjpgmopd1604,pjteivjzwbwvv1604,42,1,4241
1605,Danuta,Zawadzki,Podkarpackie,Łódź,mrcfcybopbpjqkwxdpfmyvpuo1605,rvnjwujjhkpgl1605,51,1,80
1606,Małgorzata,Jabłoński,Małopolskie,Warszawa,gkkdbvccxubrnebutflduspyp1606,sqbfsmjbmpdko1606,27,3,83
1607,Beata,Dąbrowski,Łódzkie,Szczecin,ksqzcrvcfznflolzmuijsetrv1607,rrxqdfdrjeghv1607,66,1,417
1608,Małgorzata,Kowalski,Łódzkie,Lublin,izoyncxedjafrbknmygtswsks1608,ieeajrowebafc1608,51,1,1854
1609,Róża,Mazur,Lubuskie,Warszawa,pyiwyduwomebriekhnzyfppro1609,bxwnxfoznqnrt1609,34,5,49
1610,Małgorzata,Nowakowski,Podkarpackie,Wrocław,wwarfkzjulfesdqxqqvqgovkl1610,kfafqxoqotqod1610,34,1,9691
1611,Grażyna,Kowalski,Podkarpackie,Bydgoszcz,dtqlmwnialdhrfheiggbbkxiy1611,mudaoijjdaxpd1611,50,4,6296
1612,Filip,Jabłoński,Podkarpackie,Lublin,kxumeaikslwoufbtoeezehhyo1612,wgqhmjnbttbqq1612,44,4,405
1613,Filip,Adamczyk,Mazowieckie,Wrocław,cuegvydmznzzqnfbxvfarmyud1613,bblchmoujkgbp1613,37,4,306
1614,Jacek,Grabowski,Podlaskie,Lublin,zovqkgjmnricbqcfookigafnx1614,buqhdhhvwrbqa1614,41,2,264
1615,Teresa,Dziedzic,Lubuskie,Poznań,nnuagkzcbubqpjigcmjvxtwik1615,bpyhnjhglcuqe1615,33,4,299
1616,Wojciech,Kaczmarek,Opolskie,Gdańsk,xlbitimwndvksltypvwmdjbzz1616,vcadbkzwdzxio1616,52,3,157
1617,Bartosz,Kamiński,Opolskie,Bydgoszcz,plrsnqxpyexiqsgrmqhypfbgu1617,vlbcxqtibxpzv1617,49,4,285
1618,Czesław,Dudek,Lubuskie,Łódź,cpnfniziodpkxuqyiahpadzol1618,eydmdgfcuwnnz1618,26,1,388
1619,Beata,Krawczyk,Kujawsko-Pomorskie,Gdańsk,xvldsfvbtsozhokabscjcnzfe1619,apufduomljbyo1619,26,1,218
1620,Danuta,Grabowski,Opolskie,Gdańsk,nwoejhzbvwmuojbeowcpwmcis1620,fyqjhbqxzgycy1620,44,3,53
1621,Felicja,Michalak,Podlaskie,Warszawa,lntwtlvfriujkcloytbtjybqo1621,dyketukisiwga1621,53,3,412
1622,Henryk,Kowalski,Mazowieckie,Bydgoszcz,jewmtpgdilynszgarjddvqpvu1622,zbelkkyxtraso1622,43,3,144
1623,Katarzyna,Nowak,Kujawsko-Pomorskie,Gdańsk,sgvcwppwzqblnweyuapjaeraw1623,btcajyndxqonv1623,79,5,217
1624,Oliwia,Wiśniewski,Lubuskie,Wrocław,ixbojxgbckcqilatpodqsbyvi1624,rxvoyzcgsbwxq1624,33,1,323
1625,Teresa,Dziedzic,Mazowieckie,Wrocław,vvorcjjvdbgkdtunwngrpjsva1625,iogzrfnfgbbvr1625,61,1,395
1626,Zofia,Kowalski,Mazowieckie,Szczecin,tgaqjzhjllpzhhfhaiyaqjcfa1626,skijaxdxulvhr1626,42,3,314
1627,Małgorzata,Zawadzki,Opolskie,Szczecin,nfoczckgdbzdxokdlluksgnml1627,trypvmxoxlmcc1627,24,2,190
1628,Szymon,Adamczyk,Kujawsko-Pomorskie,Gdańsk,wibppebxjthgeshthtlvxgigr1628,jpcplczyqbfrm1628,27,2,52
1629,Paweł,Kwiatkowski,Kujawsko-Pomorskie,Bydgoszcz,wzobhqgxnqnhvsjsundmgnutv1629,whfdmdvdriieq1629,22,5,475
1630,Ewa,Kwiatkowski,Kujawsko-Pomorskie,Szczecin,kpwhdyjounmagvmpigqbdwmod1630,sifesrqnplokn1630,52,3,244
1631,Teresa,Wojciechowski,Kujawsko-Pomorskie,Wrocław,lepbbaqushcmhccbnnkhwcxcc1631,bewfcwldnsydw1631,35,2,217
1632,Aleksander,Kaczor,Kujawsko-Pomorskie,Gdańsk,bejorhuweemkdeedkpqdvjeja1632,begjzxcobskow1632,41,4,374
1633,Agnieszka,Wiśniewski,Dolnośląskie,Gdańsk,fedjnfrhvzembsopkcitjdzcg1633,wdcvgtiyatmsy1633,31,1,364
1634,Edward,Adamczyk,Lubuskie,Gdańsk,mtkpuqaoiguyichvcjghhfupl1634,hslhuefrrkdyr1634,25,4,346
1635,Helena,Lewandowski,Małopolskie,Warszawa,lkcwkngvacbaedmqucilqofdx1635,cikbkurvoyskz1635,52,2,481
1636,Katarzyna,Kaczor,Łódzkie,Wrocław,ehnheexmdydojiupdtmeuiyge1636,wtmjtrlavrgil1636,30,2,409
1637,Beata,Wiśniewski,Mazowieckie,Łódź,yosvlugedylxzgxmambwbidfj1637,spcwngrvknxkh1637,50,4,308
1638,Małgorzata,Krawczyk,Podkarpackie,Szczecin,bxhrkczboofykhipxmeocmqxe1638,qlbkzogwjrugt1638,79,4,63
1639,Róża,Dudek,Kujawsko-Pomorskie,Szczecin,vpvtlglofyivgdfmqpfntpmch1639,jocyeoiocwrtw1639,49,5,408
1640,Czesław,Piotrowski,Łódzkie,Łódź,kkydyfhzgoklindybbhtwgvdl1640,iqaydmfnhjclo1640,30,5,4181
1641,Grażyna,Adamczyk,Dolnośląskie,Lublin,muenvmyawyzwctfakmsfgdozs1641,gbzobijisatwa1641,79,1,287
1642,Iwona,Kamiński,Dolnośląskie,Warszawa,iqlvptxilatnbrcofbxxgjsae1642,ztpiylacwuomk1642,79,5,273
1643,Grzegorz,Lewandowski,Lubuskie,Kraków,bvshheqjhaitwavomjqctvrot1643,bqnxoxblvcbtx1643,47,4,109
1644,Róża,Szymański,Podlaskie,Lublin,tsgyeupnophmpmevqjdvpkrmi1644,iirrxdieladgt1644,70,4,273
1645,Zofia,Kaczor,Małopolskie,Wrocław,wlnvudhlidvrarxvoxlmbacls1645,rwqqfvapubjpu1645,75,2,231
1646,Róża,Dziedzic,Dolnośląskie,Gdańsk,znmlsjvfuxsqbgkhkciarcurv1646,aamuqvcatqwvv1646,48,1,440
1647,Beata,Wojciechowski,Podkarpackie,Łódź,nuqkjulipzfzkhjsnigarwwuw1647,nyfokiuikdrjf1647,66,2,462
1648,Róża,Adamczyk,Kujawsko-Pomorskie,Poznań,xpeoaledmvbskzrmahfirxoqc1648,feqekbabbtkyv1648,80,3,6375
1649,Bartosz,Woźniak,Lubuskie,Poznań,nddcoudnakvztdkyqeffroayn1649,bdfnpwulwnfwe1649,26,4,260
1650,Dariusz,Dziedzic,Kujawsko-Pomorskie,Szczecin,cfmtoefjhvuqfpqbvtxgvaaiz1650,zbxsvzsojlakj1650,31,4,143
1651,Czesław,Dąbrowski,Podlaskie,Lublin,cumghzcemwvwgihlofrhdbkpx1651,umzvejvfupivc1651,72,2,46
1652,Danuta,Grabowski,Dolnośląskie,Wrocław,lgvdpmutefeyrzojtmofdbpxd1652,laihkiksurdgu1652,65,4,10
1653,Iwona,Dąbrowski,Podlaskie,Poznań,rgzgmixwjbkdltaodukrzhuuj1653,dnukgblwksasu1653,38,5,136
1654,Małgorzata,Wiśniewski,Kujawsko-Pomorskie,Łódź,bllcevwbdmlczmqusubewddgv1654,cchkhvjvloiti1654,21,1,19
1655,Helena,Wiśniewski,Kujawsko-Pomorskie,Łódź,jygfuncjnavcexotktuybbcis1655,dgbanzdaqgyka1655,34,2,352
1656,Zofia,Grabowski,Kujawsko-Pomorskie,Szczecin,wvhaacairbajzswmsesdmeowm1656,szbvudyroqbdf1656,30,1,235
1657,Dariusz,Dąbrowski,Kujawsko-Pomorskie,Warszawa,tksvowzbgbongthnfrsllvqvw1657,hkzspvxbbsbgu1657,31,5,403
1658,Paweł,Michalak,Kujawsko-Pomorskie,Lublin,mnizsogmwhvlwmafusnesubou1658,hrwkgltpqdgmg1658,23,4,4337
1659,Teresa,Piotrowski,Podlaskie,Katowice,cymcbvdaibwgladjdmohwvqrn1659,wzverjxuqcezo1659,73,5,232
1660,Jacek,Mazur,Mazowieckie,Szczecin,yzueqjeqgygorqmngkudyiqhm1660,bfaulxhacfxzj1660,57,5,237
1661,Grzegorz,Adamczyk,Lubuskie,Lublin,ntyondangegqlhssyeozaafnf1661,senvibuvjipmr1661,58,3,260
1662,Jacek,Wiśniewski,Lubelskie,Szczecin,ijiqobkvhbzmpegxwfskwmxjr1662,haixcnlmoeyvw1662,68,4,322
1663,Grażyna,Szymański,Podlaskie,Lublin,vmzvigfglzjlfgkcsgbdhrlbv1663,tkhosoydfjyzq1663,32,2,234
1664,Jacek,Szymański,Opolskie,Kraków,tankwhtnuenfjfylxubihmjir1664,yxfdqniundoil1664,69,2,471
1665,Grażyna,Jabłoński,Lubuskie,Poznań,xsjbgufmcdeihqpprcjmiztvw1665,gxkofkxyjbhpp1665,43,4,3081
1666,Filip,Dudek,Kujawsko-Pomorskie,Gdańsk,bmttyzcroateuezpiyjhxoqeo1666,plumsgiwcbmkv1666,44,2,19
1667,Norbert,Zawadzki,Podlaskie,Warszawa,mytxtylghcrhyrjibtqobbpuu1667,jexhinwzmtpgu1667,34,3,477
1668,Beata,Kwiatkowski,Kujawsko-Pomorskie,Wrocław,nwojnufeljqsifcctsqeilgns1668,slywxlwzgzadv1668,30,2,43
1669,Czesław,Szymański,Dolnośląskie,Gdańsk,ecskjwomltkfzdqhgxlntgflf1669,xrjabgmsgnceb1669,36,5,92
