id,first_name,last_name,voivodeship,city,email,phone_number,age,last_purchase_category,purchases_value
492,Urszula,Wiśniewski,Mazowieckie,Kraków,dcmaddytzsdjhgxykgugvrdylumtxg492,jimstmtpnppqx492,22.0,5,6200.0
493,Grażyna,Kowalski,Kujawsko-Pomorskie,Bydgoszcz,biyxvtqhkzdjfzfvoudgtaopovemka493,nszvysrnoxcwh493,56.0,1,6.0
494,Jacek,Nowakowski,Podlaskie,Poznań,ntryavatgvhxoqusqiwhcwphbcizpt494,dlcglgdbzhtcd494,68.0,1,70.0
495,Edward,Kwiatkowski,Podkarpackie,Kraków,esgdpqkyhwqnqewefhxuzceenmbwwo495,nvppaeikcknek495,32.0,4,295.0
496,Grzegorz,Piotrowski,Mazowieckie,Łódź,ifemsobcpzcviryellaxtavbwlsags496,kfzsmrwrlpvtp496,79.0,2,377.0
497,Filip,Szymański,Opolskie,Gdańsk,sntdbhxmhwwqiffvdtufqzvdimfcsu497,hgmvbyklqevsh497,71.0,2,71.0
498,Dariusz,Grabowski,Kujawsko-Pomorskie,Wrocław,yorueoiitptswszfoyfsjpdnkldosa498,slzqwwuppppul498,41.0,1,313.0
499,Henryk,Nowakowski,Mazowieckie,Poznań,jsnbezvvetnyrpuaaicfejoecqexfz499,qqddlhfgfjrll499,75.0,4,1549.0
500,Ewa,Woźniak,Mazowieckie,Gdańsk,yrbwxmizewkrgoptvncvgkayhcqfcn500,nmzagdhzopuno500,41.0,4,375.0
501,Filip,Kaczmarek,Podkarpackie,Wrocław,udfbpfnfspbxuckbspuypateicbdmh501,fgajtxbqepjcv501,27.0,3,403.0
502,Iwona,Szymański,Mazowieckie,Gdańsk,qhvkrfbkpscusvuxfyruqmllsgctja502,nizydtvwqfnpf502,71.0,3,305.0
503,Paweł,Nowak,Podkarpackie,Szczecin,mlsdlouelexzznbgvudiylesclpoji503,hbkackcgzgtdy503,53.0,3,33.0
504,Ewa,Zawadzki,Podkarpackie,Katowice,duzvajsegkkashdvtnvuikkhcammkq504,suyumasrpmnvs504,37.0,3,137.0
505,Wojciech,Kaczmarek,Lubuskie,Lublin,gzbqfscnsdmvjxbihjtqtzoerlogjo505,vwgvswzxwvumu505,50.0,5,132.0
506,Szymon,Grabowski,Mazowieckie,Poznań,uwzezrtplnqaxbixsnnberezuyghid506,ddvsbuxxfcmdm506,35.0,5,6613.0
507,Bartosz,Kaczor,Małopolskie,Łódź,nvgxitavebxrhuqizxpdzeoetadhvh507,pkzduoipahzys507,42.0,5,383.0
508,Dariusz,Kaczmarek,Dolnośląskie,Kraków,wysbjlsgexxgscwcetjeakjntpjoph508,edskxezuoeylz508,24.0,5,284.0
509,Grzegorz,Szymański,Kujawsko-Pomorskie,Lublin,izfheemqwmbirkaxsifposradnzlhb509,cldekvnqqzhmo509,49.0,5,487.0
510,Beata,Szymański,Podkarpackie,Gdańsk,fssqegagotepymimhoiddemhnpwtdx510,agyxwlaypheic510,32.0,3,348.0
511,Felicja,Nowakowski,Podkarpackie,Lublin,dtpgnlaarfrxfkrzzjcacymyjxkyxt511,ucibothlznrxz511,68.0,1,69.0
512,Oliwia,Jabłoński,Kujawsko-Pomorskie,Gdańsk,aozyrovspdfkdbcrazvyefbvjbqsxr512,shnotnskuzvjz512,50.0,4,481.0
513,Małgorzata,Woźniak,Opolskie,Poznań,qfoanvkkzbhgpfazxccpgbjjavnvra513,ocaulybsiepex513,48.0,1,29.0
514,Katarzyna,Zawadzki,Dolnośląskie,Poznań,cmwahuavmctvfitrmeqsyotpxnihoq514,suvhedvlvzhjt514,32.0,4,163.0
515,Norbert,Mazur,Małopolskie,Poznań,kfxxozpbwjqoxmcqjihbpjllyrmehs515,ehkfmstvonexx515,52.0,1,313.0
516,Danuta,Nowakowski,Kujawsko-Pomorskie,Katowice,ftjwzognjylqpvlnwvyltpyuwcklrs516,vpjsfkeykqqgd516,80.0,3,192.0
517,Felicja,Lewandowski,Podkarpackie,Lublin,djtjsgxwebrxzsufymmpoitbomtpcq517,zdhnmkhbdatvk517,30.0,3,11.0
518,Małgorzata,Kaczor,Opolskie,Bydgoszcz,teodhnahhzdchkwoidyagfqjvbhoqw518,lrjddiuqkvmin518,20.0,4,7511.0
519,Teresa,Kaczor,Dolnośląskie,Bydgoszcz,plojyqkycseltjzbkshoarmygifbak519,cefdxdoednnqb519,66.0,1,119.0
520,Iwona,Kaczor,Opolskie,Kraków,sjkswoqlthmawxltfkxpivgyifndfu520,flxtyvypzmupy520,71.0,2,381.0
521,Edward,Grabowski,Podlaskie,Poznań,vnfacunwajspqljpvvwlozeyivxifk521,ucatfivdbdztz521,71.0,2,291.0
522,Aleksander,Wójcik,Podkarpackie,Szczecin,pbntiwrkdhucpjsexrtdfjdwgqilxe522,gdyggipilgchi522,77.0,4,71.0
523,Norbert,Woźniak,Kujawsko-Pomorskie,Warszawa,zdmbqaeboyrhnsebdqcqyginwjjnoq523,bgskzgygkyxxo523,33.0,5,428.0
524,Agnieszka,Kwiatkowski,Opolskie,Lublin,gklwcmfpywsadlctbhsmfqqyvuebpk524,dfjxivaqbzibm524,21.0,1,105.0
525,Filip,Kowalski,Opolskie,Warszawa,forpoptvwioyrqymbteuvvzfhamfwo525,dijohosruzlmm525,48.0,2,1630.0
526,Iwona,Zając,Opolskie,Warszawa,zxmxhhiferpvubupsfibwqpjbiouda526,pqimdjvagbrmk526,26.0,3,429.0
527,Urszula,Jabłoński,Podkarpackie,Szczecin,ybxrflvdgxsgrocdnxmjwwabdcdamm527,fkeinqikidsll527,23.0,2,376.0
528,Beata,Mazur,Lubuskie,Gdańsk,qcdbpvczroqbshwmukabmntoorvnoc528,gjtskcclrmgih528,79.0,1,207.0
529,Filip,Dudek,Lubuskie,Kraków,tpsxbkifzpmljxbafkljopqctmqrgw529,vlabeutjejosl529,78.0,4,255.0
530,Aleksander,Grabowski,Kujawsko-Pomorskie,Poznań,lbbhrqmsmwoomftnwhdmwluatsvsht530,daxmtztjjoyfi530,80.0,3,481.0
531,Felicja,Nowak,Małopolskie,Wrocław,kkgbqjrrqndgrixhcjwlethtxdtvbf531,ztevjgwgtcbfe531,77.0,3,6241.0
532,Katarzyna,Nowakowski,Mazowieckie,Lublin,ltsnvpbdlrnqcgqomfzbsalwthecrs532,cdsqcrgkadtnc532,22.0,5,351.0
533,Edward,Michalak,Kujawsko-Pomorskie,Łódź,lbkipbtdbnhskolmkyuzuaabodcloy533,ldjllasugezvy533,26.0,4,1795.0
534,Danuta,Woźniak,Lubelskie,Szczecin,ezygkvteywogeninlrwnipicyopkto534,anbhvrshgaahe534,44.0,1,485.0
535,Celina,Zawadzki,Kujawsko-Pomorskie,Kraków,lqyokznejqqvkmgtmyiyxlkmugswtq535,ccwoutvhojafp535,44.0,2,6346.0
536,Jacek,Szymański,Małopolskie,Poznań,byvfydxglgsnejsddmripiucuspapt536,enpnfosuwhgft536,22.0,2,5056.0
537,Norbert,Kwiatkowski,Kujawsko-Pomorskie,Lublin,mvvshswjarfmqbhdzqcbeqmcatkxjs537,weqqpoqlysnkl537,57.0,1,219.0
538,Małgorzata,Woźniak,Lubuskie,Łódź,edenhpgubuganvfnhwnuiuwqymmnle538,gqynrsmbnfdue538,42.0,4,312.0
539,Wojciech,Dąbrowski,Podkarpackie,Bydgoszcz,yheknfeixsdbcemydtqzljvxrppwva539,qdgdrdedsuvjn539,34.0,1,4044.0
540,Agnieszka,Piotrowski,Małopolskie,Katowice,njytdebowlzwutrsjdcsjeujlvxpop540,ncgonyxudimbi540,63.0,5,318.0
541,Małgorzata,Mazur,Małopolskie,Gdańsk,rwfhbfzkwufhwacvnnoijoechrguhq541,hxvjyqxshgxbb541,33.0,1,4372.0
542,Jacek,Grabowski,Łódzkie,Wrocław,ukzjnuzwqzfcnsefhmgdepttxowfsn542,cfimjakavtkhx542,20.0,4,4078.0
543,Jacek,Zawadzki,Mazowieckie,Gdańsk,crnyibacfdguaeskqetfrxtwlrcmyb543,nrwuwtimiphsj543,56.0,2,181.0
544,Zofia,Kamiński,Podlaskie,Warszawa,gnbgghjrxgobihezazbsoajjqnfqlk544,wvcslqnjjbxhc544,74.0,1,221.0
545,Agnieszka,Nowak,Opolskie,Poznań,farevdbkyayovtggafwtrfwkxczjrp545,xpwtwpuyapfav545,50.0,5,190.0
546,Norbert,Wójcik,Mazowieckie,Wrocław,xqbuxkodktvvqrnyrclpevjnfwkyjn546,yypolmnqfsvjk546,32.0,5,316.0
547,Róża,Lewandowski,Lubuskie,Łódź,rturjhflhnzmfswvqmzmymbvpufbll547,tyblkomgrmsgv547,21.0,5,26.0
548,Henryk,Dąbrowski,Podlaskie,Gdańsk,lekifqlnuyrlcivdwfxedejsqsatsv548,dqmknmjmvyghv548,76.0,4,1854.0
549,Ewa,Wojciechowski,Małopolskie,Gdańsk,gvjlqdtxnvenyxxwnwsydcatxusnet549,akahtsqdcuiem549,34.0,5,140.0
550,Paweł,Kamiński,Lubelskie,Szczecin,uzchdxvczbjztpkqlzlnukhslmsgpi550,nznftshjkvkkr550,71.0,5,305.0
551,Beata,Zawadzki,Małopolskie,Bydgoszcz,mstaukgpidumtpwnmdbxeajvsqzglo551,ezcrkwrmuxfgx551,78.0,1,208.0
552,Grzegorz,Wójcik,Lubelskie,Wrocław,emniinsmezeyffmbgogknfhlbvpyhp552,kkthiofayxayh552,52.0,5,300.0
553,Iwona,Woźniak,Lubelskie,Lublin,pjxaqvwclpgjmxpcdjprxnqmmymqaz553,fbmiyjwnliejb553,47.0,1,279.0
554,Norbert,Kowalski,Kujawsko-Pomorskie,Lublin,hchieycgswnptwgyhkotrqawvmnsqj554,eockjmyotdqbm554,75.0,2,254.0
555,Beata,Szymański,Opolskie,Poznań,ebpglgkhwgwuscmctynzuuxuyjbplh555,nulcbdubttfdk555,66.0,3,79.0
556,Dariusz,Zawadzki,Podkarpackie,Lublin,zwvpzafvkfikwciyezjlrweubjdlgp556,jdpbdjtcpzqmy556,26.0,5,4.0
557,Grażyna,Mazur,Lubuskie,Kraków,qoqzllbrpfrfcacrgizxgbxmphkulm557,siylxsokjupyt557,41.0,5,544.0
558,Katarzyna,Kwiatkowski,Mazowieckie,Gdańsk,fljfqarelzxktqoocaiormjzuvokra558,qeamwwcqtuorm558,21.0,1,189.0
559,Teresa,Adamczyk,Podkarpackie,Warszawa,lxasddwbwycvxndhhofwiechtwrdee559,kmaokzjxkldnk559,45.0,1,126.0
560,Katarzyna,Piotrowski,Dolnośląskie,Warszawa,zmbvejedwbwiiiyspbrwvjgmuvoylf560,iztanavxqopri560,52.0,5,238.0
561,Celina,Woźniak,Lubuskie,Poznań,qsjnmwedjegiskvoqoejupctwwavef561,xuivumrxgbgeu561,75.0,1,4159.0
562,Zofia,Kaczmarek,Lubuskie,Katowice,zwpwzldmtzxuljqwwuqcozxcualabt562,azmrokqkdmokg562,66.0,4,4181.0
563,Teresa,Kaczor,Małopolskie,Szczecin,hzuqlxiqezealjvfvgwnneihimufrs563,ilecucclawgpt563,30.0,1,9394.0
564,Henryk,Lewandowski,Podlaskie,Gdańsk,gjsylrsofbujgweakfugqledovarpz564,tnoxlnikyhlqd564,66.0,3,244.0
565,Urszula,Dudek,Dolnośląskie,Wrocław,zdlcekvppkurtgntpriyhgzmchsijw565,zpngomxirrezb565,59.0,4,467.0
566,Iwona,Dziedzic,Podkarpackie,Lublin,lltogigvzkjtsrrrumfwjzldzydxcb566,bkymqqgabhshu566,43.0,2,4012.0
567,Urszula,Krawczyk,Małopolskie,Poznań,xsxdaulfgbzjdibnsprlyrusirnggq567,xgfxqpfdcgjeg567,33.0,1,5900.0
568,Róża,Kaczmarek,Opolskie,Gdańsk,plslfsfdqfxtykijhbzlqwvpsijzai568,wrbddqzmqizgj568,67.0,1,166.0
569,Zofia,Krawczyk,Łódzkie,Poznań,asmaywsrlyqxczzihtetzdvnszhtsn569,qqajucoomryli569,79.0,4,348.0
570,Urszula,Kwiatkowski,Kujawsko-Pomorskie,Łódź,ctnumjpetzkblrnhbbeoodmsifzgul570,offbaxebmlsus570,34.0,4,423.0
571,Aleksander,Zawadzki,Lubuskie,Poznań,tsrfzpnugsitsreusuqmvsqssjlgel571,bbsovqiuzupld571,45.0,3,54.0
572,Czesław,Zając,Kujawsko-Pomorskie,Szczecin,wxcjziinzkhzzgegrnlsksjlprmxbj572,hfdrzvsxzxggy572,57.0,4,15.0
573,Filip,Dąbrowski,Małopolskie,Kraków,iupmnlwpvgihohsjcwsiuawkgueqnx573,elnenqqkprbxs573,58.0,2,152.0
574,Wojciech,Wójcik,Opolskie,Kraków,sbyoetfyjdjoupfdmnuarvxkpcpudr574,idnclughlnbhq574,54.0,5,305.0
575,Ewa,Dudek,Podkarpackie,Gdańsk,yzdgeunvcdrnryetxffokepggedonp575,zlsekkmtrwraf575,27.0,1,943.0
576,Czesław,Lewandowski,Dolnośląskie,Poznań,bzxwprvpxoqfasevvobdpzwddtwaxv576,qnhymngrhuixu576,75.0,4,162.0
577,Teresa,Grabowski,Mazowieckie,Gdańsk,izsvtuclofktgfahjcxurvzwmjnlwv577,glckhtrkmdxwl577,74.0,5,383.0
578,Grzegorz,Kowalski,Podlaskie,Poznań,zeyaziwpaqloohkqgonqsaacqsfpqf578,uoistdzluqkty578,65.0,2,63.0
579,Urszula,Szymański,Małopolskie,Lublin,gtlbtbzmugmfgtsydeinoetbfhwgqw579,xtkwbbogniuwj579,42.0,2,315.0
580,Czesław,Krawczyk,Podkarpackie,Poznań,skrdvcfejemtjnuwgeozpjhaecdrki580,hevnefclmqsae580,31.0,5,6015.0
581,Małgorzata,Wiśniewski,Kujawsko-Pomorskie,Bydgoszcz,sfolvfbqxozsdmefhbbagkixfbudgh581,qipqakhshdzii581,30.0,5,374.0
582,Grzegorz,Szymański,Lubuskie,Wrocław,wnviigjjvjdqfdidrvgivenyyosftl582,mamzpzoqwjkxd582,48.0,5,448.0
583,Beata,Zając,Podkarpackie,Lublin,pizpveibgrdpezhsvzdpsxepaxnkqe583,qdvtwbklggrfe583,20.0,5,217.0
584,Norbert,Mazur,Opolskie,Gdańsk,oegrvqddarvngjuafsrdslytckslsl584,hunyhmvfwtgae584,70.0,1,337.0
585,Dariusz,Wiśniewski,Mazowieckie,Poznań,akpqlmrkbfhiaipbgbppxnlzjlugtw585,yualvxutegjet585,73.0,1,174.0
586,Aleksander,Kamiński,Opolskie,Łódź,wiwlveoejnpkxktyzkeafxgwihnovk586,vvzpeyeixhvmh586,32.0,1,417.0
587,Bartosz,Kamiński,Podkarpackie,Szczecin,fivzaxnzkjduibaueewryklkmhcvja587,qujnerifkvohm587,66.0,1,201.0
588,Bartosz,Krawczyk,Podlaskie,Kraków,xcfoqykuvahcfolrezicatftmqzsxg588,hwdbsjmugxhok588,46.0,3,287.0
589,Urszula,Krawczyk,Mazowieckie,Kraków,kpmxjkukemxalwbitualxrtfchnnyp589,johceeskqdkiy589,31.0,4,6376.0
590,Oliwia,Dziedzic,Opolskie,Szczecin,xivaqzdefcoikocqjsnskmjdziswek590,kahhlktktjyrb590,58.0,1,274.0
591,Urszula,Mazur,Lubuskie,Bydgoszcz,qlxwochaimuyomwubpdzvvjtlmhnpe591,ouedimgpctaxw591,20.0,1,222.0
592,Małgorzata,Dziedzic,Podlaskie,Lublin,dhklnliahaweepvmoaprvnivydwyzq592,swqkbxggqodkj592,22.0,1,47.0
593,Iwona,Wójcik,Małopolskie,Poznań,frdaxtaswqftmglwhsgkeoxqkvvdcb593,voenqvznqxxwb593,78.0,2,466.0
594,Ewa,Dudek,Mazowieckie,Warszawa,qznhecjmlseiqbemetrfgprmiuqrfo594,uvepwyrpewdvc594,25.0,1,258.0
595,Łukasz,Kwiatkowski,Łódzkie,Kraków,jxmllpavqcjmihxckzvigsqlnywdln595,qbwlagungtxee595,31.0,4,835.0
596,Felicja,Kaczor,Dolnośląskie,Wrocław,ihcirycgubilkpnoviflcammuuocwb596,hxxspvmxnsixh596,42.0,2,321.0
597,Helena,Grabowski,Lubuskie,Warszawa,sjluyimbkrmggkfeshuyaydfnlfryt597,spljzvxejevan597,34.0,4,117.0
598,Filip,Wiśniewski,Podkarpackie,Bydgoszcz,qzzerbyeefuutsosypibnrufgkreki598,wfcqrupmrfhmy598,57.0,2,313.0
599,Zofia,Szymański,Małopolskie,Gdańsk,royvxquooamlertotjikuhopqwgtzg599,iagvsvzvstrdd599,44.0,1,47.0
600,Czesław,Dąbrowski,Lubuskie,Szczecin,czjrtupnyqdglpppifsrwbnfcxauxo600,vhutgykwmmkon600,32.0,3,28.0
601,Ewa,Nowak,Opolskie,Poznań,hfuthjctgzzyfpwmtroueiqpuikcwn601,qiktwbnaqqsse601,68.0,4,413.0
602,Małgorzata,Wiśniewski,Mazowieckie,Bydgoszcz,mcphoelyzztqfkjebootqqejaqywgp602,bvbanvpliabsp602,23.0,3,786.0
603,Bartosz,Wiśniewski,Lubuskie,Lublin,dqqvluwrwseyzwiqmhwgvcyjxduorw603,qtjoieficnivu603,36.0,5,148.0
604,Katarzyna,Dziedzic,Lubuskie,Poznań,orjubvdbclyfktngpoztvctnkwlzwq604,beqlngvewotkq604,67.0,5,2223.0
605,Helena,Piotrowski,Lubuskie,Łódź,lnfudraogzzhhhntyrxwiuoizpludl605,tddgpwmlimuio605,34.0,3,274.0
606,Edward,Szymański,Podlaskie,Gdańsk,nafsjambddqmodjabhydqwqcgiaxyh606,hvuvjtcauhbpx606,42.0,4,333.0
607,Dariusz,Woźniak,Łódzkie,Gdańsk,fmlonjqokklsntatqfypileljazrah607,kasblsdsohjya607,71.0,2,0.0
608,Henryk,Lewandowski,Kujawsko-Pomorskie,Lublin,wphpfeiyosjmjsjezbxolyufkyznvs608,xmgjjincqnilk608,42.0,3,71.0
609,Filip,Kwiatkowski,Podkarpackie,Poznań,psfuxbohieyvaxfsasbbzsbvfwjcti609,ycgqibqzhcpws609,63.0,2,46.0
610,Grzegorz,Zawadzki,Opolskie,Szczecin,comsefdfcbadswgxblruwzlpxikauc610,aipslxgvayhrc610,61.0,5,370.0
611,Felicja,Wiśniewski,Opolskie,Lublin,zonpodolpurfhqnbrqfkkwkpppnfzm611,tabwngcqjsibr611,62.0,2,222.0
612,Zofia,Mazur,Dolnośląskie,Gdańsk,uqbwqrqkdvrtaehymdrwczrqiqydox612,qjjysjlrmymuo612,79.0,5,97.0
613,Celina,Kamiński,Lubuskie,Bydgoszcz,aplnejhvynysbormfgjlfiimezsaiz613,jupufxlvofjsi613,50.0,1,184.0
614,Beata,Woźniak,Podkarpackie,Gdańsk,zhgdmlgkvgawxecmhzobnpoxpuiiqv614,lvhqlurjhyqun614,43.0,4,329.0
615,Felicja,Kwiatkowski,Małopolskie,Gdańsk,wcfydwcollauntwgvshxshdmuphyon615,zmkjobwmhlxpi615,72.0,2,226.0
616,Jacek,Dziedzic,Dolnośląskie,Katowice,jrczghjfdmglveblvzmximlkbkvsdc616,rufatsrsywyjx616,42.0,3,268.0
617,Małgorzata,Kwiatkowski,Małopolskie,Kraków,zgiwdekprfewtosgzwtydfkgekduyq617,ufbodjsufrpmu617,34.0,4,460.0
618,Filip,Woźniak,Podkarpackie,Bydgoszcz,ptbekzyaytyqzststlcnncmqbqpeds618,rytcmceitdurr618,21.0,1,197.0
619,Łukasz,Kwiatkowski,Podlaskie,Lublin,pwubccdfvnmklbtvkyrhdslymnnbzi619,fwpyjkmtksftc619,62.0,3,7907.0
620,Felicja,Adamczyk,Podlaskie,Gdańsk,akrhvmpcmxlhtoogybeqccyiuithnw620,btxgfqpxmlepq620,50.0,5,53.0
621,Norbert,Nowak,Małopolskie,Poznań,iojnwvvopsqdcgbwqtuluiaixezxge621,ybtrmhalcwcrh621,36.0,3,356.0
622,Katarzyna,Zawadzki,Małopolskie,Lublin,kduxwvzbpeamwnlbvapflaxeqyciey622,xlppmtixzzatw622,51.0,5,153.0
623,Róża,Wojciechowski,Lubelskie,Szczecin,rudhxzauczomdonrjwlzcxkxpuixhc623,ezntirzjklies623,28.0,5,56.0
624,Zofia,Nowak,Podlaskie,Warszawa,gntruobqkazedtoukyehrtqtigthgm624,tltzyrxivznzt624,31.0,2,382.0
625,Teresa,Zając,Podkarpackie,Bydgoszcz,gqpbzavmjsaozdrkmkfomqpwjieiyk625,wpykpjizvpvzr625,22.0,2,436.0
626,Paweł,Wojciechowski,Podlaskie,Lublin,bfsuyuzbhqauisewgwsuwvkkupmqtk626,aiyecyarnksjw626,46.0,1,50.0
627,Norbert,Lewandowski,Kujawsko-Pomorskie,Łódź,qhoeomdqhjkzfgdqqhnaxhdpdybfew627,eejqccdqneoqu627,78.0,2,303.0
628,Ewa,Michalak,Kujawsko-Pomorskie,Bydgoszcz,zfvopfsctchhquhsnjwgoebmkrnpro628,ptnnrqkbmgfll628,43.0,5,364.0
629,Celina,Szymański,Opolskie,Lublin,dcunhipuushylcapakwsdksfjjanxy629,tshdvoryhhekx629,78.0,1,9450.0
630,Bartosz,Woźniak,Podlaskie,Lublin,gpvflegwgkepiqsipxbngphdmybpkc630,tklnizcxxvout630,22.0,1,411.0
631,Dariusz,Dudek,Podlaskie,Wrocław,invqmfqhqoebvnbaakdotcdwqjfbnv631,aznjxpzfphywx631,64.0,1,336.0
632,Grzegorz,Wiśniewski,Małopolskie,Kraków,vmtphnppkixyrldmukzrddxstyespg632,cigahjxpyucse632,48.0,1,218.0
633,Iwona,Kwiatkowski,Opolskie,Warszawa,fpogxvmlqittyrtljfsdzjerkvrizz633,xexsvidrefjxq633,24.0,5,81.0
634,Paweł,Nowakowski,Kujawsko-Pomorskie,Bydgoszcz,jebgmcasbwowrrorcdphvlhuriuvqr634,rnqpnvdyzizun634,31.0,4,127.0
635,Zofia,Wiśniewski,Lubuskie,Poznań,ljhfhsifzaqnlquuxrsjcdbfdttmsd635,pavgzesybbagc635,50.0,5,407.0
636,Celina,Mazur,Małopolskie,Kraków,tvvkredsrkwvepfswglpkwvilzppap636,vnhtopcwdqtvh636,64.0,5,9411.0
637,Beata,Grabowski,Podlaskie,Wrocław,viunpjjzmqsnzopuemoxjijnkigeto637,aqrrslewnfubs637,30.0,1,346.0
638,Jacek,Krawczyk,Małopolskie,Lublin,iyhivrkhjivbzyjwfbhqlmjmcwcsgy638,iykenyabuljgy638,37.0,3,280.0
639,Oliwia,Dudek,Opolskie,Bydgoszcz,mutrwldpncuczatgossycjgwiomxgx639,ympmllxdosjlq639,50.0,2,275.0
640,Szymon,Piotrowski,Dolnośląskie,Szczecin,kepbhdfarxkzjafwfammmiaxnvyjch640,bkqdjueuzhdbg640,28.0,2,8.0
641,Wojciech,Zawadzki,Łódzkie,Bydgoszcz,wtpndbmctzzjicpwbefyffthkyvdnf641,jzrouzcjdvjkj641,21.0,2,60.0
642,Zofia,Wiśniewski,Małopolskie,Kraków,alvubwhbgerjnzfrowhtrghfyjdowy642,qqfulovrnevza642,42.0,2,152.0
643,Filip,Kowalski,Kujawsko-Pomorskie,Poznań,vstoknwsmtbyqdpddtjvyopytriquv643,ixwwhsgrpvvlk643,33.0,1,309.0
644,Filip,Michalak,Lubuskie,Warszawa,oituddtnqflokwzdzobjkgjetducis644,afhvujyfqrzey644,24.0,5,187.0
645,Celina,Kaczor,Małopolskie,Kraków,icthsrqxjwwbnrhoeeukgrloxjyvzh645,kjjqcyoqfeoks645,43.0,1,126.0
646,Małgorzata,Mazur,Kujawsko-Pomorskie,Gdańsk,pmyfffysnvavsgftrnogzodcrdhlij646,eprkmoyxhgbsk646,33.0,2,188.0
647,Małgorzata,Kaczor,Kujawsko-Pomorskie,Wrocław,vygkrbspdmfdvfrltnuhbdgfowauve647,abejvltnxymdu647,43.0,5,227.0
648,Szymon,Szymański,Podlaskie,Bydgoszcz,pgvooxnbkutpynavltlzuhjkwevqdq648,ifivomvrebxld648,20.0,1,292.0
649,Beata,Kaczmarek,Podlaskie,Wrocław,azepyovzkbzeixgwdrgdjllrxzichs649,mmcgptuwexubb649,72.0,1,275.0
650,Henryk,Zawadzki,Kujawsko-Pomorskie,Gdańsk,rrdhpxlojntrimsvrbzexeeyisxayb650,uyqtbhoivjbua650,67.0,2,181.0
651,Jacek,Nowakowski,Lubuskie,Gdańsk,hrpeceeanwwqeexnxhclcwhrcfogyb651,dktbxrcdkraww651,65.0,1,209.0
652,Dariusz,Dudek,Opolskie,Gdańsk,qdnddowlhcamixbpvvxydzsvzcoxvv652,jywpanxmfczjd652,37.0,4,1869.0
653,Czesław,Adamczyk,Lubelskie,Gdańsk,nuarepgqxmuoqbdduchhmwqcocuvfh653,spetsomkwvxhf653,77.0,2,6181.0
654,Szymon,Zawadzki,Dolnośląskie,Wrocław,zactuygqszqlfehfdmzvrzclxbuwmp654,nufcqcnohijky654,78.0,3,4405.0
655,Bartosz,Jabłoński,Opolskie,Wrocław,xdfyjqodhgnfsedpdnxwhfabkdaosb655,kzlnmiovlgaks655,59.0,3,1769.0
656,Helena,Kaczor,Kujawsko-Pomorskie,Gdańsk,oiuahnbdqvoduybprtngdngchsbqmi656,wzaodpstopoku656,20.0,5,630.0
657,Celina,Jabłoński,Lubuskie,Gdańsk,angfuymojtakufpswlblzhknuzppzo657,sbtrcdbgbzwxb657,22.0,4,252.0
658,Grzegorz,Zając,Lubuskie,Poznań,owgrhnrqotgxdnzrnuiehloqlgpryz658,logehwfxiepxm658,20.0,5,232.0
659,Zofia,Nowakowski,Kujawsko-Pomorskie,Szczecin,qwbbqzmzmevleedhrgvubskjeknukw659,kgutcldzuqgpo659,80.0,2,419.0
660,Grażyna,Lewandowski,Kujawsko-Pomorskie,Poznań,garefipwrsqnybqjpivihfvefudgyw660,nqcnvuduixuxb660,34.0,1,362.0
661,Szymon,Mazur,Kujawsko-Pomorskie,Bydgoszcz,motyzndaxcxivhgzgannkvxzmnvndn661,qkagyiouudvwv661,37.0,5,4360.0
662,Celina,Kaczor,Łódzkie,Warszawa,rfrmnhenrtehtcmewrxidizmnwkxpz662,jilpyyzpiagas662,67.0,1,352.0
663,Edward,Nowak,Podkarpackie,Warszawa,dsadvjpesgnslizrtqurnasfujuhhh663,oaszwzqxssflu663,68.0,3,8471.0
664,Filip,Krawczyk,Łódzkie,Warszawa,ogipgfgxwslihdsqplseyubhtlgafn664,idlzusdrowtdj664,56.0,2,134.0
665,Filip,Jabłoński,Małopolskie,Gdańsk,hutevryglvtbmhpotienijsuyshhlf665,ucppvleyszucm665,25.0,2,80.0
666,Małgorzata,Nowakowski,Lubuskie,Bydgoszcz,hymkbqscrgzlvdztngdavlefmwcrwo666,lhbwdjlpwwcmt666,32.0,4,1905.0
667,Felicja,Kowalski,Kujawsko-Pomorskie,Łódź,xwxwjxofqgntjlvfdpkggdgvnnxrib667,kawpibcjdmcql667,53.0,1,442.0
668,Norbert,Wiśniewski,Małopolskie,Poznań,ibvqiqmhsmiakembkekrwqyqmskzdh668,awrlvfsqjjkow668,34.0,5,159.0
669,Małgorzata,Krawczyk,Małopolskie,Warszawa,gbrjkdyhhdrraedlpycaiiohubcgda669,bprlisnqynowb669,55.0,3,11.0
670,Filip,Lewandowski,Podkarpackie,Gdańsk,jstveoswkwogmwdoofnfqynydjskjs670,gwwraugnexukw670,30.0,4,233.0
671,Grzegorz,Wiśniewski,Małopolskie,Poznań,aibcfxndvuvnuivtjhbjwykgdpjqcu671,kbzhurjtncudg671,73.0,4,387.0
672,Katarzyna,Kwiatkowski,Kujawsko-Pomorskie,Poznań,zaktelaqozwouzdwvrrwflftgerumm672,nsyydrmqwlkyi672,72.0,2,345.0
673,Beata,Zawadzki,Podkarpackie,Gdańsk,dpigycrgxdoxgepoycgkpgquyiqytj673,itkobmxrtpqxw673,26.0,4,332.0
